,modelo,ano_modelo,marca,modelo_raw
10377,RENEGADE NIGHT EG D,2018.0,JEEP,JEEP/RENEGADE NIGHT EG D
10423,POLO 2.0 MI 116CV 8V 5P,2022.0,VW - VOLKSWAGEN,POLO 2.0 MI 116CV 8V 5P
10441,ARGO HGT 1.8 16V FLEX AUT.,2021.0,FIAT,ARGO HGT 1.8 16V FLEX AUT.
10463,RANGER XLSCD4 22C,2017.0,FORD,I/FORD RANGER XLSCD4 22C
10577,S60 T5 INSCRIPT,2020.0,VOLVO,I/VOLVO S60 T5 INSCRIPT
10586,FIESTA 16TIT AT,2017.0,FORD,FORD/FIESTA 16TIT AT
10600,RAV4 2.5 SX 4X4 HYBRID AUT.,2019.0,TOYOTA,RAV4 2.5 SX 4X4 HYBRID AUT.
10658,GOL 1.6 I MOTI.POWER/HIGHLI T.FLEX 8V 4P,2020.0,VW - VOLKSWAGEN,GOL 1.6 I MOTI.POWER/HIGHLI T.FLEX 8V 4P
10659,CITROEN/C4CACTUS FEEL AT,2022.0,CITROËN,CITROEN/C4CACTUS FEEL AT
10668,HILUX CD 4X4 2.8 DIESEL MEC.,2018.0,TOYOTA,HILUX CD 4X4 2.8 DIESEL MEC.
10678,VW/T CROSS SENSE TSI AD,2022.0,VW - VOLKSWAGEN,VW/T CROSS SENSE TSI AD
10699,SANDERO STEPWAY DYNAMIQ. FLEX 1.6 16V 5P,2019.0,RENAULT,SANDERO STEPWAY DYNAMIQ. FLEX 1.6 16V 5P
10708,FOX RUN 1.6 FLEX 8V 5P,2017.0,VW - VOLKSWAGEN,FOX RUN 1.6 FLEX 8V 5P
10776,AMAROK HIGH.CD 2.0 16V TDI 4X4 DIES. AUT.,2022.0,VW - VOLKSWAGEN,AMAROK HIGH.CD 2.0 16V TDI 4X4 DIES. AUT
10801,A4 2.0TFSI,2018.0,AUDI,I/AUDI A4 2.0TFSI
10815,T-CROSS 1.0 TSI FLEX 12V 5P AUT.,2022.0,VW - VOLKSWAGEN,T-CROSS 1.0 TSI FLEX 12V 5P AUT.
10818,F 700 GS,2017.0,BMW,BMW F 700 GS
10836,416CDISTRINTERM,2021.0,M.BENZ,I/M.BENZ 416CDISTRINTERM
10873,PULSE DRIVE TF200,2022.0,FIAT,FIAT/PULSE DRIVE TF200
10887,HB20S PREMIUM 1.6 FLEX 16V AUT. 4P,2019.0,HYUNDAI,HB20S PREMIUM 1.6 FLEX 16V AUT. 4P
10888,GOL 1.0 PLUS 16V 2P,2020.0,VW - VOLKSWAGEN,GOL 1.0 PLUS 16V 2P
10910,ECOSPORT STM4AT 2.0,2019.0,FORD,FORD/ECOSPORT STM4AT 2.0
10934,FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT.,2018.0,HONDA,FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT
10940,AMAROK CD 4X4 SE,2020.0,VW - VOLKSWAGEN,I/VW AMAROK CD 4X4 SE
11029,SPIN LS 1.8 8V ECONO.FLEX 5P MEC.,2017.0,GM - CHEVROLET,SPIN LS 1.8 8V ECONO.FLEX 5P MEC.
11044,COMIL CAMPIONE R,2019.0,M.BENZ,M.BENZ/COMIL CAMPIONE R
11060,MOBI EASY 1.0 FIRE FLEX 5P.,2022.0,FIAT,MOBI EASY 1.0 FIRE FLEX 5P.
11189,YARIS XS SEDAN 1.5 FLEX 16V 4P AUT.,2020.0,TOYOTA,YARIS XS SEDAN 1.5 FLEX 16V 4P AUT.
11198,HB20 R SPEC 1.6 FLEX 16V AUT.,2017.0,HYUNDAI,HB20 R SPEC 1.6 FLEX 16V AUT.
11292,328IA 2.0 TB/2.0 TB FLEX 16V 4P,2017.0,BMW,328IA 2.0 TB/2.0 TB FLEX 16V 4P
11306,S 1000 R,2020.0,BMW,BMW S 1000 R
11336,KICKS ADVANCE CVT,2022.0,NISSAN,NISSAN/KICKS ADVANCE CVT
11344,WR-V EXL 1.5 FLEXONE 16V 5P AUT.,2019.0,HONDA,WR-V EXL 1.5 FLEXONE 16V 5P AUT.
11377,S10 PICK-UP LT 2.5 FLEX 4X4 CD AUT.,2017.0,GM - CHEVROLET,S10 PICK-UP LT 2.5 FLEX 4X4 CD AUT.
11438,FOCUS TI AT 2.0HC,2019.0,FORD,I/FORD FOCUS TI AT 2.0HC
11445,2008 ALLURE PK,2020.0,PEUGEOT,PEUGEOT/2008 ALLURE PK
11454,HILUX CD SR 4X2 2.7 16V/2.7 FLEX AUT.,2019.0,TOYOTA,HILUX CD SR 4X2 2.7 16V/2.7 FLEX AUT.
11457,RANGER XLSCD2A22,2020.0,FORD,I/FORD RANGER XLSCD2A22
11480,STRADA WORKING 1.8 MPI 8V 103CV CE,2019.0,FIAT,STRADA WORKING 1.8 MPI 8V 103CV CE
11483,VW/24.280 CRM 6X2,2018.0,VW - VOLKSWAGEN,VW/24.280 CRM 6X2
11484,A5 SPB 2.0TFSI,2019.0,AUDI,I/AUDI A5 SPB 2.0TFSI
11503,AMAROK CD 4X4 TREND,2017.0,VW - VOLKSWAGEN,I/VW AMAROK CD 4X4 TREND
11508,C180FF,2019.0,M.BENZ,I/M.BENZ C180FF
11531,TIGUAN ALLSPAC COMF 250 TSI 1.4 FLEX,2020.0,VW - VOLKSWAGEN,TIGUAN ALLSPAC COMF 250 TSI 1.4 FLEX
11580,ECOSPORT FSL 1.5,2019.0,FORD,FORD/ECOSPORT FSL 1.5
11594,COMMANDER OVERLAND T270 1.3 TB FLEX AUT.,2022.0,JEEP,COMMANDER OVERLAND T270 1.3 TB FLEX AUT.
11612,SENTRA 20SL CVT,2018.0,NISSAN,I/NISSAN SENTRA 20SL CVT
11614,COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,2018.0,GM - CHEVROLET,COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P
11634,HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P,2017.0,HYUNDAI,HB20S C.PLUS/C.STYLE 1.6 FLEX 16V MEC.4P
11659,ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUT.,2022.0,GM - CHEVROLET,ONIX SED. PLUS PREM. 1.0 12V TB FLEX AUT
11674,PRISMA SED. LT 1.4 8V FLEXPOWER 4P AUT.,2017.0,GM - CHEVROLET,PRISMA SED. LT 1.4 8V FLEXPOWER 4P AUT.
11681,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P,2021.0,CHERY,TIGGO 2 LOOK 1.5 16V FLEX AUT.5P
11720,TORO FREEDOM 2.0 16V 4X4 TB DIESEL MEC.,2021.0,FIAT,TORO FREEDOM 2.0 16V 4X4 TB DIESEL MEC.
11722,MONTANA LS 1.4 ECONOFLEX 8V 2P,2017.0,GM - CHEVROLET,MONTANA LS 1.4 ECONOFLEX 8V 2P
11771,C250,2017.0,M.BENZ,M.BENZ/C250
11815,ECOSPORT SE 1.5,2018.0,FORD,FORD/ECOSPORT SE 1.5
11823,SANDERO ZEN16MT,2020.0,RENAULT,RENAULT/SANDERO ZEN16MT
11833,COROLLA XEI 2.0 FLEX 16V AUT.,2017.0,TOYOTA,COROLLA XEI 2.0 FLEX 16V AUT.
11840,HB20S DIAMOND 1.0 TB FLEX 12V AUT.,2021.0,HYUNDAI,HB20S DIAMOND 1.0 TB FLEX 12V AUT.
11886,CAPTUR INTENSE 2.0 16V FLEX 5P AUT.,2021.0,RENAULT,CAPTUR INTENSE 2.0 16V FLEX 5P AUT.
11909,HILUX CSLSTM4FD,2017.0,TOYOTA,I/TOYOTA HILUX CSLSTM4FD
11919,T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT.,2022.0,VW - VOLKSWAGEN,T-CROSS HIGHLINE 1.4 TSI FLEX 16V 5P AUT
11955,RENEGADE TRAILHAWK T270 1.3 TB FLEX AUT.,2021.0,JEEP,RENEGADE TRAILHAWK T270 1.3 TB FLEX AUT.
11977,HILUX CD SR 4X4 2.8 TDI DIESEL AUT.,2022.0,TOYOTA,HILUX CD SR 4X4 2.8 TDI DIESEL AUT.
11988,ECOSPORT SE 1.6B,2017.0,FORD,FORD/ECOSPORT SE 1.6B
12250,RAV4 2.5 S CONNECT 4X4 HYBRID AUT.,2020.0,TOYOTA,RAV4 2.5 S CONNECT 4X4 HYBRID AUT.
12261,TIGUAN ALLSPAC 250 TSI 1.4 FLEX,2019.0,VW - VOLKSWAGEN,TIGUAN ALLSPAC 250 TSI 1.4 FLEX
12266,VERSA 16 S,2018.0,NISSAN,NISSAN/VERSA 16 S
12300,TIGGO 3X PRO 1.0 TURBO FLEX AUT.,2022.0,CHERY,TIGGO 3X PRO 1.0 TURBO FLEX AUT.
12337,S10 PICK-UP LS 2.8 TDI 4X4 CS DIESEL,2019.0,GM - CHEVROLET,S10 PICK-UP LS 2.8 TDI 4X4 CS DIESEL
12370,CITY SEDAN EXL 1.5 FLEX 16V 4P AUT.,2019.0,HONDA,CITY SEDAN EXL 1.5 FLEX 16V 4P AUT.
12379,TORO ENDURANCE AT,2019.0,FIAT,FIAT/TORO ENDURANCE AT
12403,208 ACTIVE PACK 1.2 FLEX 12V 5P MEC.,2018.0,PEUGEOT,208 ACTIVE PACK 1.2 FLEX 12V 5P MEC.
12466,UNO DRIVE 1.0 FLEX 6V 5P,2019.0,FIAT,UNO DRIVE 1.0 FLEX 6V 5P
12485,VW/FOX PEPPER MFV,2017.0,VW - VOLKSWAGEN,VW/FOX PEPPER MFV
12498,Q3 1.4TFSI,2022.0,AUDI,I/AUDI Q3 1.4TFSI
12550,CIVIC SEDAN EX 1.7 16V 130CV AUT. 4P,2020.0,HONDA,CIVIC SEDAN EX 1.7 16V 130CV AUT. 4P
12574,PULSE AUDACE 1.0 TURBO 200 FLEX AUT.,2022.0,FIAT,PULSE AUDACE 1.0 TURBO 200 FLEX AUT.
12607,CITROEN/C3 EXCLUSIVE A,2018.0,CITROËN,CITROEN/C3 EXCLUSIVE A
12610,KA SE PLUS 1.0 SD C,2021.0,FORD,FORD/KA SE PLUS 1.0 SD C
12611,TIGGO 5X T 1.5 16V TURBO FLEX AUT.,2020.0,CHERY,TIGGO 5X T 1.5 16V TURBO FLEX AUT.
12618,COMPASS LIMETED F H,2021.0,JEEP,JEEP/COMPASS LIMETED F H
12646,AMAROK CD 4X4 SE,2018.0,VW - VOLKSWAGEN,I/VW AMAROK CD 4X4 SE
12699,CITY SEDAN PERSONAL 1.5 FLEX 16V AUT.,2018.0,HONDA,CITY SEDAN PERSONAL 1.5 FLEX 16V AUT.
12725,GLA200FF STY,2019.0,M.BENZ,M.BENZ/GLA200FF STY
12739,416CDISPRINTERC,2021.0,M.BENZ,I/M.BENZ 416CDISPRINTERC
12784,VERSA 16SV CVT,2017.0,NISSAN,NISSAN/VERSA 16SV CVT
12807,TORO FREEDOM 2.0 16V 4X2 TB DIESEL MEC.,2017.0,FIAT,TORO FREEDOM 2.0 16V 4X2 TB DIESEL MEC.
12814,RANGER XLTCD4A32C,2022.0,FORD,I/FORD RANGER XLTCD4A32C 
12848,LOGAN INTENSE FLEX 1.6 16V 4P AUT.,2020.0,RENAULT,LOGAN INTENSE FLEX 1.6 16V 4P AUT.
12858,HILUX SW4 4X4 3.0 12V V6,2019.0,TOYOTA,HILUX SW4 4X4 3.0 12V V6
12905,AMAROK CD2.0 16V/S CD2.0 16V TDI 4X4 DIE,2017.0,VW - VOLKSWAGEN,AMAROK CD2.0 16V/S CD2.0 16V TDI 4X4 DIE
12997,HB20 EVOLUTION 1.0 FLEX 12V MEC.,2022.0,HYUNDAI,HB20 EVOLUTION 1.0 FLEX 12V MEC.
13032,208 ACTIVE 1.2 FLEX 12V 5P MEC.,2017.0,PEUGEOT,208 ACTIVE 1.2 FLEX 12V 5P MEC.
13058,STRADA WORKING 1.8 MPI 8V 103CV CE,2017.0,FIAT,STRADA WORKING 1.8 MPI 8V 103CV CE
13102,FOX COMFORTLINE 1.6 FLEX 8V 5P,2017.0,VW - VOLKSWAGEN,FOX COMFORTLINE 1.6 FLEX 8V 5P
13113,ARRIZO 5 RXT 1.5 16V TURBO FLEX AUT.,2019.0,CHERY,ARRIZO 5 RXT 1.5 16V TURBO FLEX AUT.
13124,FRONTIER S MTX4,2021.0,NISSAN,I/NISSAN FRONTIER S MTX4
13130,SENTRA 20SV CVT,2018.0,NISSAN,I/NISSAN SENTRA 20SV CVT
13146,CITROEN/AIRCROSS LIVE MT,2018.0,CITROËN,CITROEN/AIRCROSS LIVE MT
13228,VERSA 16 SL,2019.0,NISSAN,NISSAN/VERSA 16 SL
13256,HB20S EVOLUTION 1.0 FLEX 12V MEC.,2022.0,HYUNDAI,HB20S EVOLUTION 1.0 FLEX 12V MEC.
13264,KA S 1.0 HA C,2020.0,FORD,FORD/KA S 1.0 HA C
13267,HB20S VISION 1.6 FLEX 16V MEC.,2020.0,HYUNDAI,HB20S VISION 1.6 FLEX 16V MEC.
13284,CRETA PLATINUM 1.0 TB 12V FLEX AUT.,2022.0,HYUNDAI,CRETA PLATINUM 1.0 TB 12V FLEX AUT.
13287,VERSA 10,2018.0,NISSAN,NISSAN/VERSA 10
13361,S10 PICK-UP LS 2.8 TDI 4X4 CS DIESEL,2020.0,GM - CHEVROLET,S10 PICK-UP LS 2.8 TDI 4X4 CS DIESEL
13384,STRADA ENDURANCE 1.4 FLEX 8V CD,2022.0,FIAT,STRADA ENDURANCE 1.4 FLEX 8V CD
13397,DUSTER ZEN 1.6 16V FLEX AUT.,2022.0,RENAULT,DUSTER ZEN 1.6 16V FLEX AUT.
13399,CITROEN/C3 TENDANCE A,2018.0,CITROËN,CITROEN/C3 TENDANCE A
13446,RANGER XLS4STMA32,2020.0,FORD,I/FORD RANGER XLS4STMA32
13460,VW/FOX TL MCV,2018.0,VW - VOLKSWAGEN,VW/FOX TL MCV
13525,UP! CROSS 1.0 T. FLEX 12V 5P,2017.0,VW - VOLKSWAGEN,UP! CROSS 1.0 T. FLEX 12V 5P
13623,STRADA WORKING 1.8 MPI 8V 103CV CE,2020.0,FIAT,STRADA WORKING 1.8 MPI 8V 103CV CE
13633,COROLLA XEI 2.0 FLEX 16V AUT.,2023.0,TOYOTA,COROLLA XEI 2.0 FLEX 16V AUT.
13636,FUSION SE FLEX,2017.0,FORD,I/FORD FUSION SE FLEX
13699,CAPTUR INTENSE BOSE 1.6 16V FLEX 5P AUT.,2020.0,RENAULT,CAPTUR INTENSE BOSE 1.6 16V FLEX 5P AUT.
13742,320IA,2017.0,BMW,320IA
13747,HILUX CDCLEA4JD,2018.0,TOYOTA,I/TOYOTA HILUX CDCLEA4JD
13795,RENEGADE1.8 4X2 FLEX 16V AUT.,2017.0,JEEP,RENEGADE1.8 4X2 FLEX 16V AUT.
13799,ETIOS SD X VSC MT,2020.0,TOYOTA,TOYOTA/ETIOS SD X VSC MT
13808,YARIS X-WAY CONNECT 1.5 FLEX 16V 5P AUT.,2020.0,TOYOTA,YARIS X-WAY CONNECT 1.5 FLEX 16V 5P AUT.
13811,COMMANDER LIM TD380,2022.0,JEEP,JEEP/COMMANDER LIM TD380
13851,STRADA ADVENTURE1.8/ 1.8 LOCKER FLEX CD,2018.0,FIAT,STRADA ADVENTURE1.8/ 1.8 LOCKER FLEX CD
13918,HILUX CDSR A2GF,2018.0,TOYOTA,I/TOYOTA HILUX CDSR A2GF
13921,COMPASS TRAIL TD,2022.0,JEEP,JEEP/COMPASS TRAIL TD
13966,COMPASS TRAILHAWK D,2021.0,JEEP,JEEP/COMPASS TRAILHAWK D
13994,VW/24.260 CRM 6X2,2022.0,VW - VOLKSWAGEN,VW/24.260 CRM 6X2
14056,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL,2019.0,GM - CHEVROLET,S10 PICK-UP LT 2.8 TDI 4X2 CD DIESEL
14059,SAVEIRO CROSS 1.6 T. FLEX 16V CE,2017.0,VW - VOLKSWAGEN,SAVEIRO CROSS 1.6 T. FLEX 16V CE
14153,2008 ALLURE ESSENCIAL 1.6 FLEX 16V AUT.,2018.0,PEUGEOT,2008 ALLURE ESSENCIAL 1.6 FLEX 16V AUT.
14154,LOGAN ZEN FLEX 1.0 12V 4P MEC.,2022.0,RENAULT,LOGAN ZEN FLEX 1.0 12V 4P MEC.
14171,VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT.,2022.0,VW - VOLKSWAGEN,VIRTUS COMFORT. 200 TSI 1.0 FLEX 12V AUT
14192,CRETA ATTITUDE 1.6 16V FLEX MEC.,2021.0,HYUNDAI,CRETA ATTITUDE 1.6 16V FLEX MEC.
14204,TORO VOLCANO 2.4AT9,2020.0,FIAT,FIAT/TORO VOLCANO 2.4AT9
14234,415CDISPRINTERM,2019.0,M.BENZ,I/M.BENZ 415CDISPRINTERM
14259,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P,2021.0,FIAT,FIORINO FURGÃO WORK. HARD 1.4 FLEX 8V 2P
14334,MOBI EASY 1.0 FIRE FLEX 5P.,2019.0,FIAT,MOBI EASY 1.0 FIRE FLEX 5P.
14405,HILUX CD SR 4X2 2.7 16V/2.7 FLEX AUT.,2018.0,TOYOTA,HILUX CD SR 4X2 2.7 16V/2.7 FLEX AUT.
14440,FIESTA 16SEL,2018.0,FORD,FORD/FIESTA 16SEL
14455,S10 PICK-UP LT 2.5 FLEX 4X4 CD AUT.,2018.0,GM - CHEVROLET,S10 PICK-UP LT 2.5 FLEX 4X4 CD AUT.
14543,VIRTUS GTS 1.4 TSI 16V FLEX 4P,2022.0,VW - VOLKSWAGEN,VIRTUS GTS 1.4 TSI 16V FLEX 4P
14557,DUSTER EXPRESSION 1.6 FLEX 16V AUT.,2018.0,RENAULT,DUSTER EXPRESSION 1.6 FLEX 16V AUT.
14634,VW/T CROSS SENSE TSI AD,2021.0,VW - VOLKSWAGEN,VW/T CROSS SENSE TSI AD
14645,FOCUS SE AT 2.0SC,2019.0,FORD,I/FORD FOCUS SE AT 2.0SC
14653,S 1000 R,2018.0,BMW,BMW S 1000 R
14671,F-4000 4X4 2P (DIESEL)(E5),2018.0,FORD,F-4000 4X4 2P (DIESEL)(E5)
14690,HB20X STYLE 1.6 FLEX 16V AUT.,2017.0,HYUNDAI,HB20X STYLE 1.6 FLEX 16V AUT.
14737,DUSTER OROCH DYNA. 2.0 FLEX 16V AUT.,2020.0,RENAULT,DUSTER OROCH DYNA. 2.0 FLEX 16V AUT.
14746,HR-V EX 1.5 SENSING 16V 5P AUT.,2019.0,HONDA,HR-V EX 1.5 SENSING 16V 5P AUT.
14836,C3 PICASSO TENDANCE 1.5 FLEX 8V 5P MEC.,2018.0,CITROËN,C3 PICASSO TENDANCE 1.5 FLEX 8V 5P MEC.
14901,FIT LX 1.5 FLEXONE 16V 5P AUT.,2021.0,HONDA,FIT LX 1.5 FLEXONE 16V 5P AUT.
14953,R 1200 GS,2018.0,BMW,BMW R 1200 GS
15051,KICKS UEFA CL EDT,2020.0,NISSAN,NISSAN/KICKS UEFA CL EDT
15067,RENEGADE TRAILHAWK T270 1.3 TB FLEX AUT.,2017.0,JEEP,RENEGADE TRAILHAWK T270 1.3 TB FLEX AUT.
15111,SANDERO ST16RSCE,2019.0,RENAULT,RENAULT/SANDERO ST16RSCE
15153,515CDISPRINTERM,2019.0,M.BENZ,I/M.BENZ 515CDISPRINTERM
15169,COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P,2017.0,GM - CHEVROLET,COBALT LT 1.4 8V FLEXPOWER/ECONOFLEX 4P
15185,TRACKER PREMIER 1.4 TURBO 16V FLEX AUT.,2022.0,GM - CHEVROLET,TRACKER PREMIER 1.4 TURBO 16V FLEX AUT
15246,R 1200 GS ADVENTURE,2017.0,BMW,BMW R 1200 GS ADVENTURE
15249,RENEGADE LGT T AT,2018.0,JEEP,JEEP/RENEGADE LGT T AT
15284,GLA250,2020.0,M.BENZ,M.BENZ/GLA250
15308,DUCATO ENGESIGEXE,2020.0,FIAT,I/FIAT DUCATO ENGESIGEXE
15310,RENEGADE TRAILHAWK T270 1.3 TB FLEX AUT.,2018.0,JEEP,RENEGADE TRAILHAWK T270 1.3 TB FLEX AUT.
15328,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.,2021.0,CHERY,TIGGO 5X TXS 1.5 16V TURBO FLEX AUT.
15368,PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P,2017.0,FIAT,PUNTO ATTRACTIVE 1.4 FIRE FLEX 8V 5P
15501,YARIS S 1.5 FLEX 16V 5P AUT.,2020.0,TOYOTA,YARIS S 1.5 FLEX 16V 5P AUT.
15518,CDI GCASA AMB1,2018.0,M.BENZ,I/M.BENZ CDI GCASA AMB1
15519,COROLLA XRS 2.0 FLEX 16V AUT.,2022.0,TOYOTA,COROLLA XRS 2.0 FLEX 16V AUT.
15530,ETIOS HB PLT15 AT,2018.0,TOYOTA,TOYOTA/ETIOS HB PLT15 AT
15550,CITY SEDAN DX 1.5 FLEX 16V MEC.,2019.0,HONDA,CITY SEDAN DX 1.5 FLEX 16V MEC.
15558,CRONOS DRIVE 1.8 16V FLEX AUT.,2020.0,FIAT,CRONOS DRIVE 1.8 16V FLEX AUT.
15591,KICKS S DRCT CVT,2020.0,NISSAN,NISSAN/KICKS S DRCT CVT
15621,A4 2.0TFSI S,2021.0,AUDI,I/AUDI A4 2.0TFSI S
15692,ETIOS X PLUS 1.5 FLEX 16V 5P MEC.,2019.0,TOYOTA,ETIOS X PLUS 1.5 FLEX 16V 5P MEC.
15713,C180FF,2019.0,M.BENZ,M.BENZ/C180FF
15717,STRADA WORKING 1.8 MPI 8V 103CV CE,2018.0,FIAT,STRADA WORKING 1.8 MPI 8V 103CV CE
15739,JETTA COMFORTLINE 1.4 TSI 16V 4P AUT.,2020.0,VW - VOLKSWAGEN,JETTA COMFORTLINE 1.4 TSI 16V 4P AUT.
15756,HILUX CD 4X4 2.8 DIESEL MEC.,2017.0,TOYOTA,HILUX CD 4X4 2.8 DIESEL MEC.
15813,VERSA 10,2017.0,NISSAN,NISSAN/VERSA 10
15822,VIRTUS 1.6 MSI FLEX 16V 4P AUT.,2022.0,VW - VOLKSWAGEN,VIRTUS 1.6 MSI FLEX 16V 4P AUT.
15829,HB20S EVOLUTION 1.0 TB FLEX 12V AUT.,2021.0,HYUNDAI,HB20S EVOLUTION 1.0 TB FLEX 12V AUT.
15835,HB20 PREMIUM 1.6 FLEX 16V AUT.,2018.0,HYUNDAI,HB20 PREMIUM 1.6 FLEX 16V AUT.
15934,POLO GTS 1.4 TSI 16V FLEX,2021.0,VW - VOLKSWAGEN,POLO GTS 1.4 TSI 16V FLEX
15983,ONIX SEDAN PLUS LT 1.0 12V TB FLEX MEC.,2020.0,GM - CHEVROLET,ONIX SEDAN PLUS LT 1.0 12V TB FLEX MEC.
15998,YARIS XL LIVE SEDAN 1.5 FLEX 16V 4P AUT.,2020.0,TOYOTA,YARIS XL LIVE SEDAN 1.5 FLEX 16V 4P AUT.
16040,S60 T4 MOMENTUM,2020.0,VOLVO,I/VOLVO S60 T4 MOMENTUM
16094,VERSA 16 SV,2019.0,NISSAN,NISSAN/VERSA 16 SV
16101,ETIOS X PLUS SEDAN 1.5 FLEX 16V 4P AUT.,2021.0,TOYOTA,ETIOS X PLUS SEDAN 1.5 FLEX 16V 4P AUT.
16131,208 ALLURE EAT6,2018.0,PEUGEOT,PEUGEOT/208 ALLURE EAT6
16212,FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT.,2017.0,HONDA,FIT EXL 1.5 FLEX/FLEXONE 16V 5P AUT
16232,AMAROK EXTREME CD 3.0 4X4 TB DIES. AUT.,2020.0,VW - VOLKSWAGEN,AMAROK EXTREME CD 3.0 4X4 TB DIES. AUT.
16244,MOBI LIKE ON 1.0 FIRE FLEX 5P.,2017.0,FIAT,MOBI LIKE ON 1.0 FIRE FLEX 5P.
16317,CITY SEDAN DX 1.5 FLEX 16V MEC.,2017.0,HONDA,CITY SEDAN DX 1.5 FLEX 16V MEC.
16415,STRADA RANCH 1.3 FLEX 8V CD AUT.,2022.0,FIAT,STRADA RANCH 1.3 FLEX 8V CD AUT.
16419,ECOSPORT FSL 1.6B,2017.0,FORD,FORD/ECOSPORT FSL 1.6B
16424,CRONOS 1.8 16V FLEX AUT.,2020.0,FIAT,CRONOS 1.8 16V FLEX AUT.
16472,FOCUS SE 1.6 HC,2018.0,FORD,I/FORD FOCUS SE 1.6 HC
16501,A250TURBOSPORT,2019.0,M.BENZ,I/M.BENZ A250TURBOSPORT
16549,VW/FOX HL MFV,2017.0,VW - VOLKSWAGEN,VW/FOX HL MFV
16597,MASTER MBUS L3H2,2020.0,RENAULT,RENAULT/MASTER MBUS L3H2
16618,SPIN ADVANTAGE 1.8 8V ECONO.FLEX 5P AUT.,2018.0,GM - CHEVROLET,SPIN ADVANTAGE 1.8 8V ECONO.FLEX 5P AUT.
16634,VIRTUS 1.6 MSI FLEX 16V 4P AUT.,2021.0,VW - VOLKSWAGEN,VIRTUS 1.6 MSI FLEX 16V 4P AUT.
16704,CITROEN/C3 URBAN TRAIL A,2019.0,CITROËN,CITROEN/C3 URBAN TRAIL A
16733,VW/24.280 CRM 6X2,2022.0,VW - VOLKSWAGEN,VW/24.280 CRM 6X2
16743,MONTANA LS 1.4 ECONOFLEX 8V 2P,2021.0,GM - CHEVROLET,MONTANA LS 1.4 ECONOFLEX 8V 2P
16776,HR-V LX 1.8 FLEXONE 16V 5P AUT.,2021.0,HONDA,HR-V LX 1.8 FLEXONE 16V 5P AUT.
16781,VW/FOX TRACK MCV,2017.0,VW - VOLKSWAGEN,VW/FOX TRACK MCV
16782,A4 2.0TFSI S,2017.0,AUDI,I/AUDI A4 2.0TFSI S
16844,KICKS UEFA CL EDT,2019.0,NISSAN,NISSAN/KICKS UEFA CL EDT
16864,R 1250 GS ADVENTURE PREMIUM,2022.0,BMW,BMW R 1250 GS ADVENTURE PREMIUM
16917,VW/UP MOVE SCV,2019.0,VW - VOLKSWAGEN,VW/UP MOVE SCV
16929,CHEV/TRACKER T A PR,2021.0,GM - CHEVROLET,CHEV/TRACKER T A PR
16952,ONIX HATCH ACTIV 1.4 8V FLEX 5P MEC.,2018.0,GM - CHEVROLET,ONIX HATCH ACTIV 1.4 8V FLEX 5P MEC.
16973,CITROEN/AIRCROSS LIVE MT,2019.0,CITROËN,CITROEN/AIRCROSS LIVE MT
16987,HILUX CD SR 4X4 2.8 TDI DIESEL AUT.,2018.0,TOYOTA,HILUX CD SR 4X4 2.8 TDI DIESEL AUT.
17005,HR 2.5 TCI DIESEL (RS/RD),2021.0,HYUNDAI,HR 2.5 TCI DIESEL (RS/RD)
17060,HB20X VISION 1.6 FLEX 16V AUT.,2022.0,HYUNDAI,HB20X VISION 1.6 FLEX 16V AUT.
17081,GOL 1.6 I MOTI.POWER/HIGHLI T.FLEX 8V 4P,2022.0,VW - VOLKSWAGEN,GOL 1.6 I MOTI.POWER/HIGHLI T.FLEX 8V 4P
17108,VOYAGE TRENDLINE 1.0 T.FLEX 12V 4P,2017.0,VW - VOLKSWAGEN,VOYAGE TRENDLINE 1.0 T.FLEX 12V 4P
17117,A200 SD HI,2021.0,M.BENZ,I/M.BENZ A200 SD HI
17130,VW/NOVO VOYAGE HL MBV,2018.0,VW - VOLKSWAGEN,VW/NOVO VOYAGE HL MBV
17178,SANDERO STEPWAY DYNAMIQ. FLEX 1.6 16V 5P,2020.0,RENAULT,SANDERO STEPWAY DYNAMIQ. FLEX 1.6 16V 5P
17219,GLA200FF,2017.0,M.BENZ,M.BENZ/GLA200FF
17233,HILUX CD 4X4 2.7 16V FLEX MEC.,2019.0,TOYOTA,HILUX CD 4X4 2.7 16V FLEX MEC.
17247,ARGO 1.0 6V FLEX,2020.0,FIAT,ARGO 1.0 6V FLEX
